id,Time,Time_of_day,Visitors,Day,MonthName,year,Month,Date,day
865,12:30,PM,41,19,September,2014,9,9/19/2014,Friday
866,12:00,PM,24,20,September,2014,9,9/20/2014,Saturday
867,11:30,AM,82,23,September,2014,9,9/23/2014,Tuesday
868,13:00,PM,63,24,September,2014,9,9/24/2014,Wednesday
869,12:00,PM,25,26,September,2014,9,9/26/2014,Friday
870,12:00,PM,47,29,September,2014,9,9/29/2014,Monday
871,17:15,PM,300,1,October,2014,10,10/1/2014,Wednesday
872,12:00,PM,23,2,October,2014,10,10/2/2014,Thursday
873,12:30,PM,160,2,October,2014,10,10/2/2014,Thursday
874,12:00,PM,57,3,October,2014,10,10/3/2014,Friday
875,13:00,PM,37,3,October,2014,10,10/3/2014,Friday
876,7:30,AM,40,6,October,2014,10,10/6/2014,Monday
877,12:00,PM,41,6,October,2014,10,10/6/2014,Monday
878,12:00,PM,40,7,October,2014,10,10/7/2014,Tuesday
879,12:00,PM,33,8,October,2014,10,10/8/2014,Wednesday
880,13:00,PM,56,8,October,2014,10,10/8/2014,Wednesday
881,11:30,AM,105,9,October,2014,10,10/9/2014,Thursday
882,12:30,PM,166,9,October,2014,10,10/9/2014,Thursday
883,12:00,PM,45,10,October,2014,10,10/10/2014,Friday
884,17:30,PM,100,10,October,2014,10,10/10/2014,Friday
885,12:00,PM,87,11,October,2014,10,10/11/2014,Saturday
886,12:30,PM,158,11,October,2014,10,10/11/2014,Saturday
887,11:45,AM,32,13,October,2014,10,10/13/2014,Monday
888,13:00,PM,83,13,October,2014,10,10/13/2014,Monday
889,11:00,AM,33,14,October,2014,10,10/14/2014,Tuesday
890,11:30,AM,25,14,October,2014,10,10/14/2014,Tuesday
891,12:00,PM,300,14,October,2014,10,10/14/2014,Tuesday
892,13:30,PM,280,14,October,2014,10,10/14/2014,Tuesday
893,17:00,PM,145,14,October,2014,10,10/14/2014,Tuesday
894,11:00,AM,80,15,October,2014,10,10/15/2014,Wednesday
895,11:30,AM,85,15,October,2014,10,10/15/2014,Wednesday
896,12:00,PM,253,15,October,2014,10,10/15/2014,Wednesday
897,12:30,PM,58,15,October,2014,10,10/15/2014,Wednesday
898,17:00,PM,215,15,October,2014,10,10/15/2014,Wednesday
899,18:00,PM,195,15,October,2014,10,10/15/2014,Wednesday
900,11:30,AM,118,16,October,2014,10,10/16/2014,Thursday
901,12:00,PM,88,16,October,2014,10,10/16/2014,Thursday
902,13:00,PM,75,16,October,2014,10,10/16/2014,Thursday
903,14:30,PM,69,16,October,2014,10,10/16/2014,Thursday
904,11:30,AM,70,17,October,2014,10,10/17/2014,Friday
905,12:00,PM,31,17,October,2014,10,10/17/2014,Friday
906,12:30,PM,101,17,October,2014,10,10/17/2014,Friday
907,13:00,PM,73,17,October,2014,10,10/17/2014,Friday
908,13:30,PM,43,17,October,2014,10,10/17/2014,Friday
909,11:45,AM,51,18,October,2014,10,10/18/2014,Saturday
910,13:30,PM,40,18,October,2014,10,10/18/2014,Saturday
911,17:30,PM,77,18,October,2014,10,10/18/2014,Saturday
912,12:00,PM,70,21,October,2014,10,10/21/2014,Tuesday
913,12:30,PM,70,21,October,2014,10,10/21/2014,Tuesday
914,13:30,PM,44,21,October,2014,10,10/21/2014,Tuesday
915,17:00,PM,300,21,October,2014,10,10/21/2014,Tuesday
916,12:00,PM,70,22,October,2014,10,10/22/2014,Wednesday
917,13:00,PM,32,22,October,2014,10,10/22/2014,Wednesday
918,11:00,AM,450,23,October,2014,10,10/23/2014,Thursday
919,11:30,AM,105,23,October,2014,10,10/23/2014,Thursday
920,12:00,PM,779,23,October,2014,10,10/23/2014,Thursday
921,18:00,PM,24,23,October,2014,10,10/23/2014,Thursday
922,11:00,AM,132,24,October,2014,10,10/24/2014,Friday
923,11:30,AM,159,24,October,2014,10,10/24/2014,Friday
924,12:00,PM,35,24,October,2014,10,10/24/2014,Friday
925,13:00,PM,174,24,October,2014,10,10/24/2014,Friday
926,12:30,PM,175,25,October,2014,10,10/25/2014,Saturday
927,13:00,PM,89,25,October,2014,10,10/25/2014,Saturday
928,12:00,PM,112,27,October,2014,10,10/27/2014,Monday
929,11:30,AM,109,29,October,2014,10,10/29/2014,Wednesday
930,7:00,AM,180,30,October,2014,10,10/30/2014,Thursday
931,12:00,PM,180,30,October,2014,10,10/30/2014,Thursday
932,12:30,PM,23,30,October,2014,10,10/30/2014,Thursday
933,21:00,PM,180,30,October,2014,10,10/30/2014,Thursday
934,12:00,PM,74,31,October,2014,10,10/31/2014,Friday
935,12:30,PM,108,31,October,2014,10,10/31/2014,Friday
936,12:00,PM,100,1,November,2014,11,11/1/2014,Saturday
937,17:00,PM,374,1,November,2014,11,11/1/2014,Saturday
938,11:00,AM,169,3,November,2014,11,11/3/2014,Monday
939,11:30,AM,126,3,November,2014,11,11/3/2014,Monday
940,12:00,PM,74,3,November,2014,11,11/3/2014,Monday
941,17:00,PM,93,3,November,2014,11,11/3/2014,Monday
942,12:00,PM,145,4,November,2014,11,11/4/2014,Tuesday
943,13:00,PM,45,4,November,2014,11,11/4/2014,Tuesday
944,17:00,PM,56,4,November,2014,11,11/4/2014,Tuesday
945,7:00,AM,100,5,November,2014,11,11/5/2014,Wednesday
946,11:00,AM,139,5,November,2014,11,11/5/2014,Wednesday
947,13:00,PM,562,5,November,2014,11,11/5/2014,Wednesday
948,18:00,PM,120,5,November,2014,11,11/5/2014,Wednesday
949,11:00,AM,180,6,November,2014,11,11/6/2014,Thursday
950,12:00,PM,664,6,November,2014,11,11/6/2014,Thursday
951,12:30,PM,90,6,November,2014,11,11/6/2014,Thursday
952,13:00,PM,284,6,November,2014,11,11/6/2014,Thursday
953,17:30,PM,205,6,November,2014,11,11/6/2014,Thursday
954,18:00,PM,205,6,November,2014,11,11/6/2014,Thursday
955,12:00,PM,80,7,November,2014,11,11/7/2014,Friday
956,12:30,PM,182,7,November,2014,11,11/7/2014,Friday
957,13:00,PM,205,7,November,2014,11,11/7/2014,Friday
958,13:30,PM,232,7,November,2014,11,11/7/2014,Friday
959,11:00,AM,353,8,November,2014,11,11/8/2014,Saturday
960,12:00,PM,223,8,November,2014,11,11/8/2014,Saturday
961,12:00,PM,171,11,November,2014,11,11/11/2014,Tuesday
962,13:00,PM,45,11,November,2014,11,11/11/2014,Tuesday
963,17:30,PM,114,11,November,2014,11,11/11/2014,Tuesday
964,11:00,AM,74,12,November,2014,11,11/12/2014,Wednesday
965,11:30,AM,70,12,November,2014,11,11/12/2014,Wednesday
966,17:00,PM,189,12,November,2014,11,11/12/2014,Wednesday
967,18:00,PM,214,12,November,2014,11,11/12/2014,Wednesday
968,7:00,AM,90,13,November,2014,11,11/13/2014,Thursday
969,11:30,AM,190,13,November,2014,11,11/13/2014,Thursday
970,12:00,PM,414,13,November,2014,11,11/13/2014,Thursday
971,17:30,PM,130,13,November,2014,11,11/13/2014,Thursday
972,9:00,AM,50,14,November,2014,11,11/14/2014,Friday
973,11:30,AM,288,14,November,2014,11,11/14/2014,Friday
974,12:30,PM,87,14,November,2014,11,11/14/2014,Friday
975,17:30,PM,130,14,November,2014,11,11/14/2014,Friday
976,12:00,PM,58,15,November,2014,11,11/15/2014,Saturday
977,12:30,PM,42,15,November,2014,11,11/15/2014,Saturday
978,13:00,PM,107,15,November,2014,11,11/15/2014,Saturday
979,11:30,AM,81,18,November,2014,11,11/18/2014,Tuesday
980,11:30,AM,171,19,November,2014,11,11/19/2014,Wednesday
981,16:30,PM,90,19,November,2014,11,11/19/2014,Wednesday
982,11:30,AM,52,20,November,2014,11,11/20/2014,Thursday
983,12:00,PM,149,20,November,2014,11,11/20/2014,Thursday
984,11:00,AM,93,21,November,2014,11,11/21/2014,Friday
985,11:30,AM,90,21,November,2014,11,11/21/2014,Friday
986,12:00,PM,100,21,November,2014,11,11/21/2014,Friday
987,11:30,AM,154,22,November,2014,11,11/22/2014,Saturday
988,12:30,PM,44,22,November,2014,11,11/22/2014,Saturday
989,13:00,PM,29,22,November,2014,11,11/22/2014,Saturday
990,17:30,PM,67,22,November,2014,11,11/22/2014,Saturday
991,12:00,PM,95,24,November,2014,11,11/24/2014,Monday
992,17:30,PM,125,24,November,2014,11,11/24/2014,Monday
993,11:00,AM,59,25,November,2014,11,11/25/2014,Tuesday
994,13:30,PM,63,25,November,2014,11,11/25/2014,Tuesday
995,13:00,PM,250,1,December,2014,12,12/1/2014,Monday
996,18:00,PM,250,1,December,2014,12,12/1/2014,Monday
997,14:00,PM,250,2,December,2014,12,12/2/2014,Tuesday
998,17:00,PM,178,2,December,2014,12,12/2/2014,Tuesday
999,18:00,PM,250,2,December,2014,12,12/2/2014,Tuesday
1000,11:00,AM,100,3,December,2014,12,12/3/2014,Wednesday
1001,17:30,PM,120,3,December,2014,12,12/3/2014,Wednesday
1002,12:30,PM,92,3,December,2014,12,12/3/2014,Wednesday
1003,16:00,PM,250,3,December,2014,12,12/3/2014,Wednesday
1004,7:30,AM,100,4,December,2014,12,12/4/2014,Thursday
1005,12:00,PM,61,4,December,2014,12,12/4/2014,Thursday
1006,12:30,PM,35,4,December,2014,12,12/4/2014,Thursday
1007,12:00,PM,44,6,December,2014,12,12/6/2014,Saturday
1008,17:00,PM,80,6,December,2014,12,12/6/2014,Saturday
1009,12:00,PM,102,10,December,2014,12,12/10/2014,Wednesday
1010,17:30,PM,234,10,December,2014,12,12/10/2014,Wednesday
1011,11:00,AM,49,17,December,2014,12,12/17/2014,Wednesday
1012,12:30,PM,83,17,December,2014,12,12/17/2014,Wednesday
1013,11:30,AM,105,18,December,2014,12,12/18/2014,Thursday
1014,12:00,PM,66,18,December,2014,12,12/18/2014,Thursday
1015,11:30,AM,105,19,December,2014,12,12/19/2014,Friday
1016,12:00,PM,171,19,December,2014,12,12/19/2014,Friday
1017,12:00,PM,30,13,January,2015,1,1/13/2015,Tuesday
1018,13:00,PM,62,16,January,2015,1,1/16/2015,Friday
1019,12:00,PM,39,17,January,2015,1,1/17/2015,Saturday
1020,12:30,PM,20,19,January,2015,1,1/19/2015,Monday
1021,13:00,PM,49,19,January,2015,1,1/19/2015,Monday
1022,12:00,PM,100,20,January,2015,1,1/20/2015,Tuesday
1023,11:00,AM,50,22,January,2015,1,1/22/2015,Thursday
1024,12:00,PM,125,22,January,2015,1,1/22/2015,Thursday
1025,12:30,PM,136,22,January,2015,1,1/22/2015,Thursday
1026,11:30,AM,95,27,January,2015,1,1/27/2015,Tuesday
1027,11:30,AM,33,4,February,2015,2,2/4/2015,Wednesday
1028,12:30,PM,88,4,February,2015,2,2/4/2015,Wednesday
1029,12:30,PM,56,6,February,2015,2,2/6/2015,Friday
1030,12:00,PM,14,7,February,2015,2,2/7/2015,Saturday
1031,12:30,PM,53,7,February,2015,2,2/7/2015,Saturday
1032,13:00,PM,86,9,February,2015,2,2/9/2015,Monday
1033,12:00,PM,55,12,February,2015,2,2/12/2015,Thursday
1034,13:00,PM,74,12,February,2015,2,2/12/2015,Thursday
1035,12:00,PM,29,13,February,2015,2,2/13/2015,Friday
1036,10:00,AM,202,14,February,2015,2,2/14/2015,Saturday
1037,11:30,AM,59,14,February,2015,2,2/14/2015,Saturday
1038,12:00,PM,114,14,February,2015,2,2/14/2015,Saturday
1039,13:00,PM,64,14,February,2015,2,2/14/2015,Saturday
1040,11:00,AM,38,16,February,2015,2,2/16/2015,Monday
1041,12:00,PM,201,17,February,2015,2,2/17/2015,Tuesday
1042,13:00,PM,106,17,February,2015,2,2/17/2015,Tuesday
1043,17:00,PM,22,17,February,2015,2,2/17/2015,Tuesday
1044,12:00,PM,122,18,February,2015,2,2/18/2015,Wednesday
1045,18:00,PM,150,18,February,2015,2,2/18/2015,Wednesday
1046,13:30,PM,147,19,February,2015,2,2/19/2015,Thursday
1047,12:00,PM,165,20,February,2015,2,2/20/2015,Friday
1048,17:30,PM,68,20,February,2015,2,2/20/2015,Friday
1049,13:00,PM,33,24,February,2015,2,2/24/2015,Tuesday
1050,18:00,PM,150,25,February,2015,2,2/25/2015,Wednesday
1051,11:00,AM,100,26,February,2015,2,2/26/2015,Thursday
1052,12:00,PM,106,26,February,2015,2,2/26/2015,Thursday
1053,18:00,PM,300,26,February,2015,2,2/26/2015,Thursday
1054,11:00,AM,112,27,February,2015,2,2/27/2015,Friday
1055,12:30,PM,179,27,February,2015,2,2/27/2015,Friday
1056,17:30,PM,55,27,February,2015,2,2/27/2015,Friday
1057,11:30,AM,129,28,February,2015,2,2/28/2015,Saturday
1058,12:00,PM,90,28,February,2015,2,2/28/2015,Saturday
1059,13:30,PM,160,28,February,2015,2,2/28/2015,Saturday
1060,12:00,PM,53,1,March,2015,3,3/1/2015,Sunday
1061,13:30,PM,116,2,March,2015,3,3/2/2015,Monday
1062,11:00,AM,59,3,March,2015,3,3/3/2015,Tuesday
1063,12:00,PM,19,3,March,2015,3,3/3/2015,Tuesday
1064,12:30,PM,59,3,March,2015,3,3/3/2015,Tuesday
1065,13:00,PM,69,3,March,2015,3,3/3/2015,Tuesday
1066,12:30,PM,105,4,March,2015,3,3/4/2015,Wednesday
1067,13:00,PM,58,4,March,2015,3,3/4/2015,Wednesday
1068,13:30,PM,35,4,March,2015,3,3/4/2015,Wednesday
1069,11:30,AM,22,5,March,2015,3,3/5/2015,Thursday
1070,12:00,PM,79,5,March,2015,3,3/5/2015,Thursday
1071,13:00,PM,125,5,March,2015,3,3/5/2015,Thursday
1072,12:30,PM,130,6,March,2015,3,3/6/2015,Friday
1073,11:00,AM,64,7,March,2015,3,3/7/2015,Saturday
1074,12:00,PM,13,7,March,2015,3,3/7/2015,Saturday
1075,13:00,PM,111,7,March,2015,3,3/7/2015,Saturday
1076,12:00,PM,50,8,March,2015,3,3/8/2015,Sunday
1077,13:00,PM,114,8,March,2015,3,3/8/2015,Sunday
1078,11:30,AM,33,9,March,2015,3,3/9/2015,Monday
1079,13:00,PM,72,9,March,2015,3,3/9/2015,Monday
1080,13:30,PM,42,9,March,2015,3,3/9/2015,Monday
1081,12:00,PM,38,10,March,2015,3,3/10/2015,Tuesday
1082,13:00,PM,126,10,March,2015,3,3/10/2015,Tuesday
1083,13:30,PM,29,10,March,2015,3,3/10/2015,Tuesday
1084,11:00,AM,59,11,March,2015,3,3/11/2015,Wednesday
1085,11:30,AM,101,11,March,2015,3,3/11/2015,Wednesday
1086,12:00,PM,48,11,March,2015,3,3/11/2015,Wednesday
1087,13:30,PM,31,11,March,2015,3,3/11/2015,Wednesday
1088,11:00,AM,68,12,March,2015,3,3/12/2015,Thursday
1089,11:30,AM,53,12,March,2015,3,3/12/2015,Thursday
1090,13:00,PM,131,12,March,2015,3,3/12/2015,Thursday
1091,18:00,PM,45,12,March,2015,3,3/12/2015,Thursday
1092,11:00,AM,249,13,March,2015,3,3/13/2015,Friday
1093,12:00,PM,106,13,March,2015,3,3/13/2015,Friday
1094,13:00,PM,66,13,March,2015,3,3/13/2015,Friday
1095,13:30,PM,21,13,March,2015,3,3/13/2015,Friday
1096,17:30,PM,134,13,March,2015,3,3/13/2015,Friday
1097,11:00,AM,163,14,March,2015,3,3/14/2015,Saturday
1098,12:00,PM,72,14,March,2015,3,3/14/2015,Saturday
1099,12:00,PM,203,15,March,2015,3,3/15/2015,Sunday
1100,12:30,PM,35,15,March,2015,3,3/15/2015,Sunday
1101,13:00,PM,414,15,March,2015,3,3/15/2015,Sunday
1102,13:30,PM,358,15,March,2015,3,3/15/2015,Sunday
1103,11:00,AM,260,16,March,2015,3,3/16/2015,Monday
1104,12:00,PM,75,16,March,2015,3,3/16/2015,Monday
1105,12:30,PM,34,16,March,2015,3,3/16/2015,Monday
1106,13:00,PM,113,16,March,2015,3,3/16/2015,Monday
1107,13:30,PM,94,16,March,2015,3,3/16/2015,Monday
1108,11:00,AM,64,17,March,2015,3,3/17/2015,Tuesday
1109,11:30,AM,270,17,March,2015,3,3/17/2015,Tuesday
1110,12:00,PM,108,17,March,2015,3,3/17/2015,Tuesday
1111,12:30,PM,70,17,March,2015,3,3/17/2015,Tuesday
1112,13:00,PM,126,17,March,2015,3,3/17/2015,Tuesday
1113,13:30,PM,101,17,March,2015,3,3/17/2015,Tuesday
1114,17:30,PM,31,17,March,2015,3,3/17/2015,Tuesday
1115,11:30,AM,427,18,March,2015,3,3/18/2015,Wednesday
1116,12:00,PM,51,18,March,2015,3,3/18/2015,Wednesday
1117,12:30,PM,28,18,March,2015,3,3/18/2015,Wednesday
1118,13:00,PM,91,18,March,2015,3,3/18/2015,Wednesday
1119,17:30,PM,150,18,March,2015,3,3/18/2015,Wednesday
1120,7:30,AM,210,19,March,2015,3,3/19/2015,Thursday
1121,11:00,AM,59,19,March,2015,3,3/19/2015,Thursday
1122,12:00,PM,620,19,March,2015,3,3/19/2015,Thursday
1123,12:30,PM,50,19,March,2015,3,3/19/2015,Thursday
1124,13:00,PM,50,19,March,2015,3,3/19/2015,Thursday
1125,17:00,PM,477,19,March,2015,3,3/19/2015,Thursday
1126,11:30,AM,71,20,March,2015,3,3/20/2015,Friday
1127,12:00,PM,283,20,March,2015,3,3/20/2015,Friday
1128,13:30,PM,24,20,March,2015,3,3/20/2015,Friday
1129,17:00,PM,64,20,March,2015,3,3/20/2015,Friday
1130,17:30,PM,55,20,March,2015,3,3/20/2015,Friday
1131,18:00,PM,61,20,March,2015,3,3/20/2015,Friday
1132,11:00,AM,144,21,March,2015,3,3/21/2015,Saturday
1133,11:30,AM,55,21,March,2015,3,3/21/2015,Saturday
1134,12:30,PM,201,21,March,2015,3,3/21/2015,Saturday
1135,18:00,PM,80,21,March,2015,3,3/21/2015,Saturday
1136,12:00,PM,87,22,March,2015,3,3/22/2015,Sunday
1137,13:00,PM,79,22,March,2015,3,3/22/2015,Sunday
1138,13:30,PM,98,22,March,2015,3,3/22/2015,Sunday
1139,14:00,PM,56,22,March,2015,3,3/22/2015,Sunday
1140,12:00,PM,169,23,March,2015,3,3/23/2015,Monday
1141,13:00,PM,23,23,March,2015,3,3/23/2015,Monday
1142,13:30,PM,56,23,March,2015,3,3/23/2015,Monday
1143,17:00,PM,89,23,March,2015,3,3/23/2015,Monday
1144,18:00,PM,80,23,March,2015,3,3/23/2015,Monday
1145,11:30,AM,41,24,March,2015,3,3/24/2015,Tuesday
1146,12:00,PM,98,24,March,2015,3,3/24/2015,Tuesday
1147,12:30,PM,74,24,March,2015,3,3/24/2015,Tuesday
1148,13:00,PM,55,24,March,2015,3,3/24/2015,Tuesday
1149,17:00,PM,50,24,March,2015,3,3/24/2015,Tuesday
1150,18:00,PM,97,24,March,2015,3,3/24/2015,Tuesday
1151,11:00,AM,272,25,March,2015,3,3/25/2015,Wednesday
1152,11:30,AM,49,25,March,2015,3,3/25/2015,Wednesday
1153,12:00,PM,217,25,March,2015,3,3/25/2015,Wednesday
1154,12:30,PM,85,25,March,2015,3,3/25/2015,Wednesday
1155,13:30,PM,190,25,March,2015,3,3/25/2015,Wednesday
1156,16:30,PM,96,25,March,2015,3,3/25/2015,Wednesday
1157,17:00,PM,50,25,March,2015,3,3/25/2015,Wednesday
1158,17:30,PM,147,25,March,2015,3,3/25/2015,Wednesday
1159,11:00,AM,31,26,March,2015,3,3/26/2015,Thursday
1160,11:30,AM,250,26,March,2015,3,3/26/2015,Thursday
1161,12:00,PM,146,26,March,2015,3,3/26/2015,Thursday
1162,12:30,PM,162,26,March,2015,3,3/26/2015,Thursday
1163,13:00,PM,89,26,March,2015,3,3/26/2015,Thursday
1164,13:30,PM,123,26,March,2015,3,3/26/2015,Thursday
1165,18:30,PM,41,26,March,2015,3,3/26/2015,Thursday
1166,11:00,AM,102,27,March,2015,3,3/27/2015,Friday
1167,12:00,PM,25,27,March,2015,3,3/27/2015,Friday
1168,12:30,PM,77,27,March,2015,3,3/27/2015,Friday
1169,13:00,PM,71,27,March,2015,3,3/27/2015,Friday
1170,13:30,PM,45,27,March,2015,3,3/27/2015,Friday
1171,17:00,PM,165,27,March,2015,3,3/27/2015,Friday
1172,11:00,AM,30,28,March,2015,3,3/28/2015,Saturday
1173,11:30,AM,134,28,March,2015,3,3/28/2015,Saturday
1174,12:30,PM,134,28,March,2015,3,3/28/2015,Saturday
1175,13:00,PM,77,28,March,2015,3,3/28/2015,Saturday
1176,13:30,PM,105,28,March,2015,3,3/28/2015,Saturday
1177,16:30,PM,63,28,March,2015,3,3/28/2015,Saturday
1178,17:00,PM,53,28,March,2015,3,3/28/2015,Saturday
1179,17:30,PM,80,28,March,2015,3,3/28/2015,Saturday
1180,18:00,PM,17,28,March,2015,3,3/28/2015,Saturday
1181,12:00,PM,179,29,March,2015,3,3/29/2015,Sunday
1182,12:30,PM,204,29,March,2015,3,3/29/2015,Sunday
1183,13:30,PM,104,29,March,2015,3,3/29/2015,Sunday
1184,11:00,AM,175,30,March,2015,3,3/30/2015,Monday
1185,11:30,AM,29,30,March,2015,3,3/30/2015,Monday
1186,12:00,PM,101,30,March,2015,3,3/30/2015,Monday
1187,12:30,PM,23,30,March,2015,3,3/30/2015,Monday
1188,13:00,PM,342,30,March,2015,3,3/30/2015,Monday
1189,13:30,PM,53,30,March,2015,3,3/30/2015,Monday
1190,17:30,PM,56,30,March,2015,3,3/30/2015,Monday
1191,18:00,PM,98,30,March,2015,3,3/30/2015,Monday
1192,12:00,PM,274,31,March,2015,3,3/31/2015,Tuesday
1193,13:30,PM,81,31,March,2015,3,3/31/2015,Tuesday
1194,16:30,PM,125,31,March,2015,3,3/31/2015,Tuesday
1195,17:00,PM,100,31,March,2015,3,3/31/2015,Tuesday
1196,17:30,PM,72,31,March,2015,3,3/31/2015,Tuesday
1197,18:00,PM,446,31,March,2015,3,3/31/2015,Tuesday
1198,11:00,AM,143,1,April,2015,4,4/1/2015,Wednesday
1199,11:30,AM,83,1,April,2015,4,4/1/2015,Wednesday
1200,12:00,PM,218,1,April,2015,4,4/1/2015,Wednesday
1201,12:30,PM,216,1,April,2015,4,4/1/2015,Wednesday
1202,13:00,PM,110,1,April,2015,4,4/1/2015,Wednesday
1203,13:30,PM,66,1,April,2015,4,4/1/2015,Wednesday
1204,14:00,PM,51,1,April,2015,4,4/1/2015,Wednesday
1205,17:30,PM,364,1,April,2015,4,4/1/2015,Wednesday
1206,18:00,PM,293,1,April,2015,4,4/1/2015,Wednesday
1207,11:00,AM,56,2,April,2015,4,4/2/2015,Thursday
1208,11:30,AM,126,2,April,2015,4,4/2/2015,Thursday
1209,12:00,PM,54,2,April,2015,4,4/2/2015,Thursday
1210,13:00,PM,128,2,April,2015,4,4/2/2015,Thursday
1211,17:00,PM,440,2,April,2015,4,4/2/2015,Thursday
1212,11:00,AM,56,3,April,2015,4,4/3/2015,Friday
1213,11:30,AM,33,3,April,2015,4,4/3/2015,Friday
1214,12:00,PM,112,3,April,2015,4,4/3/2015,Friday
1215,13:00,PM,166,3,April,2015,4,4/3/2015,Friday
1216,13:30,PM,54,3,April,2015,4,4/3/2015,Friday
1217,17:30,PM,33,3,April,2015,4,4/3/2015,Friday
1218,11:00,AM,54,4,April,2015,4,4/4/2015,Saturday
1219,12:00,PM,60,4,April,2015,4,4/4/2015,Saturday
1220,12:30,PM,93,4,April,2015,4,4/4/2015,Saturday
1221,13:00,PM,97,4,April,2015,4,4/4/2015,Saturday
1222,13:30,PM,25,4,April,2015,4,4/4/2015,Saturday
1223,17:00,PM,49,4,April,2015,4,4/4/2015,Saturday
1224,7:00,AM,55,6,April,2015,4,4/6/2015,Monday
1225,11:00,AM,181,6,April,2015,4,4/6/2015,Monday
1226,11:30,AM,43,6,April,2015,4,4/6/2015,Monday
1227,12:30,PM,55,6,April,2015,4,4/6/2015,Monday
1228,13:00,PM,85,6,April,2015,4,4/6/2015,Monday
1229,13:30,PM,72,6,April,2015,4,4/6/2015,Monday
1230,11:00,AM,188,7,April,2015,4,4/7/2015,Tuesday
1231,11:30,AM,167,7,April,2015,4,4/7/2015,Tuesday
1232,12:00,PM,247,7,April,2015,4,4/7/2015,Tuesday
1233,12:30,PM,56,7,April,2015,4,4/7/2015,Tuesday
1234,13:00,PM,228,7,April,2015,4,4/7/2015,Tuesday
1235,13:30,PM,91,7,April,2015,4,4/7/2015,Tuesday
1236,11:00,AM,82,8,April,2015,4,4/8/2015,Wednesday
1237,11:30,AM,247,8,April,2015,4,4/8/2015,Wednesday
1238,12:00,PM,273,8,April,2015,4,4/8/2015,Wednesday
1239,13:00,PM,334,8,April,2015,4,4/8/2015,Wednesday
1240,13:30,PM,51,8,April,2015,4,4/8/2015,Wednesday
1241,17:00,PM,55,8,April,2015,4,4/8/2015,Wednesday
1242,18:00,PM,242,8,April,2015,4,4/8/2015,Wednesday
1243,18:30,PM,155,8,April,2015,4,4/8/2015,Wednesday
1244,11:00,AM,305,9,April,2015,4,4/9/2015,Thursday
1245,11:30,AM,143,9,April,2015,4,4/9/2015,Thursday
1246,12:00,PM,430,9,April,2015,4,4/9/2015,Thursday
1247,12:30,PM,87,9,April,2015,4,4/9/2015,Thursday
1248,13:00,PM,457,9,April,2015,4,4/9/2015,Thursday
1249,17:30,PM,249,9,April,2015,4,4/9/2015,Thursday
1250,18:00,PM,110,9,April,2015,4,4/9/2015,Thursday
1251,11:00,AM,138,10,April,2015,4,4/10/2015,Friday
1252,11:30,AM,207,10,April,2015,4,4/10/2015,Friday
1253,12:00,PM,349,10,April,2015,4,4/10/2015,Friday
1254,12:30,PM,230,10,April,2015,4,4/10/2015,Friday
1255,13:00,PM,196,10,April,2015,4,4/10/2015,Friday
1256,14:00,PM,56,10,April,2015,4,4/10/2015,Friday
1257,16:30,PM,237,10,April,2015,4,4/10/2015,Friday
1258,17:00,PM,41,10,April,2015,4,4/10/2015,Friday
1259,17:30,PM,45,10,April,2015,4,4/10/2015,Friday
1260,11:30,AM,45,11,April,2015,4,4/11/2015,Saturday
1261,12:00,PM,103,11,April,2015,4,4/11/2015,Saturday
1262,13:00,PM,149,11,April,2015,4,4/11/2015,Saturday
1263,17:30,PM,46,11,April,2015,4,4/11/2015,Saturday
1264,11:30,AM,21,12,April,2015,4,4/12/2015,Sunday
1265,12:00,PM,157,12,April,2015,4,4/12/2015,Sunday
1266,13:30,PM,36,13,April,2015,4,4/13/2015,Monday
1267,11:00,AM,187,14,April,2015,4,4/14/2015,Tuesday
1268,11:30,AM,213,14,April,2015,4,4/14/2015,Tuesday
1269,12:00,PM,85,14,April,2015,4,4/14/2015,Tuesday
1270,12:30,PM,106,14,April,2015,4,4/14/2015,Tuesday
1271,13:00,PM,184,14,April,2015,4,4/14/2015,Tuesday
1272,13:30,PM,51,14,April,2015,4,4/14/2015,Tuesday
1273,14:00,PM,11,14,April,2015,4,4/14/2015,Tuesday
1274,17:00,PM,74,14,April,2015,4,4/14/2015,Tuesday
1275,17:30,PM,164,14,April,2015,4,4/14/2015,Tuesday
1276,18:00,PM,90,14,April,2015,4,4/14/2015,Tuesday
1277,11:30,AM,100,15,April,2015,4,4/15/2015,Wednesday
1278,13:00,PM,54,15,April,2015,4,4/15/2015,Wednesday
1279,17:00,PM,32,15,April,2015,4,4/15/2015,Wednesday
1280,17:30,PM,40,15,April,2015,4,4/15/2015,Wednesday
1281,18:00,PM,231,15,April,2015,4,4/15/2015,Wednesday
1282,11:00,AM,294,16,April,2015,4,4/16/2015,Thursday
1283,11:30,AM,62,16,April,2015,4,4/16/2015,Thursday
1284,12:00,PM,46,16,April,2015,4,4/16/2015,Thursday
1285,12:30,PM,112,16,April,2015,4,4/16/2015,Thursday
1286,13:00,PM,22,16,April,2015,4,4/16/2015,Thursday
1287,17:00,PM,43,16,April,2015,4,4/16/2015,Thursday
1288,17:30,PM,180,16,April,2015,4,4/16/2015,Thursday
1289,18:00,PM,295,16,April,2015,4,4/16/2015,Thursday
1290,7:30,AM,75,17,April,2015,4,4/17/2015,Friday
