Time	Time_of_day	Visitors	Day	Month	year
11:00 AM	AM	76	12	May 	2015
11:30 PM	PM	45	12	May 	2015
12:00 PM	PM	87	12	May 	2015
12:30 PM	PM	189	12	May 	2015
1:00 PM	PM	209	12	May 	2015
2:00 PM	PM	50	12	May 	2015
5:00 PM	PM	206	12	May 	2015
5:30 PM	PM	157	12	May 	2015
11:00 AM	AM	132	13	May 	2015
11:30 AM	AM	250	13	May 	2015
12:00 PM	PM	588	13	May 	2015
12:30 PM	PM	320	13	May 	2015
1:00 PM	PM	237	13	May 	2015
5:00 PM	PM	538	13	May 	2015
5:30 PM	PM	433	13	May 	2015
6:00 PM	PM	150	13	May 	2015
11:00 AM	AM	216	14	May 	2015
11:30 AM	AM	429	14	May 	2015
12:00 PM	PM	392	14	May 	2015
12:30 PM	PM	365	14	May 	2015
1:00 PM	PM	794	14	May 	2015
1:30 PM	PM	306	14	May 	2015
4:00 PM	PM	56	14	May 	2015
5:00 PM	PM	595	14	May 	2015
5:30 PM	PM	430	14	May 	2015
11:00 AM	AM	481	15	May 	2015
11:30 AM	AM	76	15	May 	2015
12:00 PM	PM	722	15	May 	2015
12:30 PM	PM	192	15	May 	2015
1:00 PM	PM	878	15	May 	2015
1:30 PM	PM	74	15	May 	2015
4:00 PM	PM	140	15	May 	2015
4:30 PM	PM	120	15	May 	2015
5:00 PM	PM	111	15	May 	2015
5:30 PM	PM	482	15	May 	2015
6:00 PM	PM	55	15	May 	2015
11:00 AM	AM	37	16	May 	2015
11:30 AM	AM	85	16	May 	2015
12:00 PM	PM	257	16	May 	2015
12:30 PM	PM	265	16	May 	2015
1:30 PM	PM	198	16	May 	2015
5:00 PM	PM	142	16	May 	2015
12:00 PM	PM	305	17	May 	2015
12:30 PM	PM	187	17	May 	2015
1:30 PM	PM	74	17	May 	2015
11:30 AM	AM	34	18	May 	2015
12:00 PM	PM	26	18	May 	2015
1:30 PM	PM	218	18	May 	2015
5:00 PM	PM	138	18	May 	2015
5:30 PM	PM	96	18	May 	2015
6:00 PM	PM	167	18	May 	2015
11:30 AM	AM	189	19	May 	2015
12:00 PM	PM	695	19	May 	2015
12:30 PM	PM	194	19	May 	2015
1:00 PM	PM	75	19	May 	2015
1:30 PM	PM	32	19	May 	2015
5:00 PM	PM	347	19	May 	2015
5:30 PM	PM	575	19	May 	2015
11:00 AM	AM	40	20	May 	2015
11:30 AM	AM	518	20	May 	2015
12:00 PM	PM	440	20	May 	2015
12:30 PM	PM	245	20	May 	2015
1:00 PM	PM	412	20	May 	2015
1:30 PM	PM	127	20	May 	2015
2:00 PM	PM	128	20	May 	2015
5:00 PM	PM	149	20	May 	2015
5:30 PM	PM	971	20	May 	2015
11:00 AM	AM	41	21	May 	2015
11:30 AM	AM	341	21	May 	2015
12:00 PM	PM	372	21	May 	2015
12:30 PM	PM	380	21	May 	2015
1:00 PM	PM	59	21	May 	2015
2:00 PM	PM	68	21	May 	2015
4:30 PM	PM	330	21	May 	2015
5:00 PM	PM	637	21	May 	2015
5:30 PM	PM	723	21	May 	2015
6:00 PM	PM	289	21	May 	2015
6:30 PM	PM	32	21	May 	2015
8:00 AM	AM	244	22	May 	2015
11:00 AM	AM	78	22	May 	2015
12:00 PM	PM	493	22	May 	2015
12:30 PM	PM	131	22	May 	2015
5:00 PM	PM	72	22	May 	2015
5:30 PM	PM	220	22	May 	2015
6:00 PM	PM	40	22	May 	2015
8:00 AM	AM	200	23	May 	2015
11:00 AM	AM	98	23	May 	2015
12:00 PM	PM	167	23	May 	2015
12:30 PM	PM	268	23	May 	2015
1:30 PM	PM	123	23	May 	2015
5:30 PM	PM	95	23	May 	2015
12:00 PM	PM	351	24	May 	2015
12:30 PM	PM	67	24	May 	2015
1:00 PM	PM	51	24	May 	2015
1:30 PM	PM	38	24	May 	2015
11:30 AM	AM	253	25	May 	2015
12:00 PM	PM	26	25	May 	2015
12:30 PM	PM	77	25	May 	2015
1:00 PM	PM	29	25	May 	2015
5:30 PM	PM	26	25	May 	2015
6:00 PM	PM	46	25	May 	2015
11:00 AM	AM	82	26	May 	2015
12:30 PM	PM	94	26	May 	2015
1:00 PM	PM	76	26	May 	2015
1:30 PM	PM	37	26	May 	2015
4:30 PM	PM	220	26	May 	2015
5:30 PM	PM	158	26	May 	2015
6:00 PM	PM	123	26	May 	2015
11:00 AM	AM	99	27	May 	2015
11:30 AM	AM	174	27	May 	2015
12:00 PM	PM	791	27	May 	2015
12:30 PM	PM	97	27	May 	2015
1:00 PM	PM	517	27	May 	2015
1:30 PM	PM	182	27	May 	2015
2:30 PM	PM	43	27	May 	2015
5:00 PM	PM	621	27	May 	2015
5:30 PM	PM	578	27	May 	2015
6:00 PM	PM	514	27	May 	2015
7:30 AM	AM	87	28	May 	2015
11:30 AM	AM	638	28	May 	2015
12:00 PM	PM	1094	28	May 	2015
12:30 PM	PM	250	28	May 	2015
1:00 PM	PM	256	28	May 	2015
1:30 PM	PM	31	28	May 	2015
4:30 PM	PM	295	28	May 	2015
5:00 PM	PM	220	28	May 	2015
5:30 PM	PM	637	28	May 	2015
6:00 PM	PM	535	28	May 	2015
7:30 AM	AM	87	29	May 	2015
11:00 AM	AM	40	29	May 	2015
11:30 AM	AM	464	29	May 	2015
12:00 PM	PM	397	29	May 	2015
12:30 PM	PM	294	29	May 	2015
1:00 PM	PM	235	29	May 	2015
1:30 PM	PM	79	29	May 	2015
4:00 PM	PM	180	29	May 	2015
4:30 PM	PM	110	29	May 	2015
6:00 PM	PM	78	29	May 	2015
11:00 AM	AM	43	30	May 	2015
11:30 AM	AM	97	30	May 	2015
12:00 PM	PM	224	30	May 	2015
12:30 PM	PM	371	30	May 	2015
12:00 PM	PM	463	31	May 	2015
12:30 PM	PM	96	31	May 	2015
1:00 PM	PM	319	31	May 	2015
1:30 PM	PM	248	31	May 	2015
11:00 AM	AM	32	1	June	2015
11:30 AM	AM	111	1	June	2015
12:00 PM	PM	305	1	June	2015
12:30 PM	PM	125	1	June	2015
1:00 PM	PM	121	1	June	2015
1:30 PM	PM	55	1	June	2015
5:00 PM	PM	89	1	June	2015
5:30 PM	PM	331	1	June	2015
8:00 AM	AM	66	2	June	2015
11:00 AM	AM	85	2	June	2015
11:30 AM	AM	310	2	June	2015
12:00 PM	PM	333	2	June	2015
12:30 PM	PM	195	2	June	2015
1:00 PM	PM	205	2	June	2015
1:30 PM	PM	109	2	June	2015
4:30 PM	PM	95	2	June	2015
5:00 PM	PM	109	2	June	2015
5:30 PM	PM	80	2	June	2015
7:00 AM	AM	70	3	June	2015
11:00 AM	AM	97	3	June	2015
11:30 AM	AM	1108	3	June	2015
12:00 PM	PM	509	3	June	2015
12:30 PM	PM	103	3	June	2015
1:00 PM	PM	101	3	June	2015
1:30 PM	PM	69	3	June	2015
5:00 PM	PM	187	3	June	2015
11:00 AM	AM	445	4	June	2015
11:30 AM	AM	349	4	June	2015
12:00 PM	PM	538	4	June	2015
12:30 PM	PM	96	4	June	2015
1:00 PM	PM	93	4	June	2015
1:30 PM	PM	79	4	June	2015
5:00 PM	PM	322	4	June	2015
5:30 PM	PM	250	4	June	2015
6:00 PM	PM	42	4	June	2015
11:00 AM	AM	35	5	June	2015
11:30 AM	AM	79	5	June	2015
12:00 PM	PM	94	5	June	2015
12:30 PM	PM	34	5	June	2015
1:00 PM	PM	141	5	June	2015
3:00 PM	PM	54	5	June	2015
5:00 PM	PM	67	5	June	2015
11:00 AM	AM	176	6	June	2015
11:30 AM	AM	131	6	June	2015
12:00 PM	PM	172	6	June	2015
12:30 PM	PM	121	6	June	2015
1:00 PM	PM	156	6	June	2015
5:00 PM	PM	73	6	June	2015
12:00 PM	PM	333	7	June	2015
12:30 PM	PM	397	7	June	2015
1:00 PM	PM	195	7	June	2015
1:30 PM	PM	135	7	June	2015
11:00 AM	AM	165	8	June	2015
11:30 AM	AM	353	8	June	2015
12:00 PM	PM	474	8	June	2015
12:30 PM	PM	250	8	June	2015
1:00 PM	PM	55	8	June	2015
1:30 PM	PM	31	8	June	2015
2:00 PM	PM	37	8	June	2015
5:00 PM	PM	27	8	June	2015
5:30 PM	PM	92	8	June	2015
6:30 PM	PM	110	8	June	2015
9:00 AM	AM	20	9	June	2015
11:00 AM	AM	277	9	June	2015
11:30 AM	AM	144	9	June	2015
12:00 PM	PM	114	9	June	2015
12:30 PM	PM	157	9	June	2015
1:00 PM	PM	350	9	June	2015
1:30 PM	PM	38	9	June	2015
2:00 PM	PM	14	9	June	2015
4:00 PM	PM	140	9	June	2015
4:30 PM	PM	110	9	June	2015
5:00 PM	PM	120	9	June	2015
5:30 PM	PM	104	9	June	2015
11:00 AM	AM	45	10	June	2015
11:30 AM	AM	559	10	June	2015
12:00 PM	PM	361	10	June	2015
12:30 PM	PM	250	10	June	2015
1:00 PM	PM	701	10	June	2015
1:30 PM	PM	35	10	June	2015
5:00 PM	PM	188	10	June	2015
11:00 AM	AM	31	11	June	2015
11:30 AM	AM	80	11	June	2015
12:00 PM	PM	435	11	June	2015
12:30 PM	PM	293	11	June	2015
1:00 PM	PM	245	11	June	2015
1:30 PM	PM	88	11	June	2015
2:00 PM	PM	39	11	June	2015
3:30 PM	PM	107	11	June	2015
5:00 PM	PM	174	11	June	2015
11:00 AM	AM	149	12	June	2015
11:30 AM	AM	304	12	June	2015
12:00 PM	PM	165	12	June	2015
12:30 PM	PM	385	12	June	2015
1:00 PM	PM	172	12	June	2015
5:30 PM	PM	60	12	June	2015
11:00 AM	AM	17	13	June	2015
11:30 AM	AM	148	13	June	2015
12:00 PM	PM	332	13	June	2015
12:30 PM	PM	32	13	June	2015
1:00 PM	PM	80	13	June	2015
5:00 PM	PM	166	13	June	2015
12:00 PM	PM	153	14	June	2015
12:30 PM	PM	65	14	June	2015
1:00 PM	PM	82	14	June	2015
1:30 PM	PM	97	14	June	2015
8:30 AM	AM	6	15	June	2015
11:00 AM	AM	142	15	June	2015
11:30 AM	AM	231	15	June	2015
12:00 PM	PM	37	15	June	2015
1:00 PM	PM	30	15	June	2015
2:00 PM	PM	40	15	June	2015
5:00 PM	PM	58	15	June	2015
11:30 AM	AM	197	16	June	2015
12:00 PM	PM	43	16	June	2015
12:30 PM	PM	83	16	June	2015
1:00 PM	PM	96	16	June	2015
1:30 PM	PM	68	16	June	2015
4:30 PM	PM	150	16	June	2015
5:30 PM	PM	450	16	June	2015
7:00 AM	AM	49	17	June	2015
11:00 AM	AM	134	17	June	2015
11:30 AM	AM	49	17	June	2015
12:00 PM	PM	529	17	June	2015
12:30 PM	PM	267	17	June	2015
1:00 PM	PM	234	17	June	2015
11:30 AM	AM	91	18	June	2015
12:00 PM	PM	99	18	June	2015
12:30 PM	PM	173	18	June	2015
1:00 PM	PM	38	18	June	2015
6:00 PM	PM	100	18	June	2015
11:00 AM	AM	95	19	June	2015
11:30 AM	AM	79	19	June	2015
12:00 PM	PM	181	19	June	2015
12:30 PM	PM	52	19	June	2015
1:00 PM	PM	205	19	June	2015
11:00 AM	AM	18	20	June	2015
12:00 PM	PM	40	20	June	2015
12:30 PM	PM	38	20	June	2015
12:30 PM	PM	212	21	June	2015
1:00 PM	PM	63	21	June	2015
12:00 PM	PM	211	22	June	2015
12:30 PM	PM	39	22	June	2015
1:00 PM	PM	49	22	June	2015
1:30 PM	PM	44	22	June	2015
12:00 PM	PM	95	23	June	2015
1:00 PM	PM	55	23	June	2015
1:30 PM	PM	36	23	June	2015
2:00 PM	PM	28	23	June	2015
4:30 PM	PM	200	23	June	2015
11:30 AM	AM	65	24	June	2015
12:00 PM	PM	114	24	June	2015
12:30 PM	PM	367	24	June	2015
11:00 AM	AM	39	25	June	2015
12:00 PM	PM	44	25	June	2015
1:00 PM	PM	45	25	June	2015
11:00 AM	AM	42	26	June	2015
11:30 AM	AM	31	26	June	2015
12:00 PM	PM	368	26	June	2015
11:30 AM	AM	15	27	June	2015
12:30 PM	PM	55	27	June	2015
12:00 PM	PM	72	28	June	2015
12:30 PM	PM	18	28	June	2015
1:00 PM	PM	40	28	June	2015
11:30 AM	AM	47	29	June	2015
1:00 PM	PM	89	30	June	2015
